client_id,command,result
yunsang_kr,ipfs add test_file7,"['QmcEjkcQvgUHE3fjmq6cw1mq3vRKsxFP8dW7rH2bPhZL5h', '0:00:00.205585', '1672920314.933656']"
yeongbin_us,ipfs cat QmcEjkcQvgUHE3fjmq6cw1mq3vRKsxFP8dW7rH2bPhZL5h > read_file7,"['0:00:00.826937', '1672920317.236841']"
yunsang_kr,head -c 51200 < /dev/urandom > test_file8,"['0:00:00.019551', '1672920318.741922']"
yunsang_kr,ipfs add test_file8,"['QmUC2pDxSQJcdY2zcZAJ66c8an68nqg3vj5bxwq4SKvwcQ', '0:00:00.545847', '1672920320.976226']"
yeongbin_us,ipfs cat QmUC2pDxSQJcdY2zcZAJ66c8an68nqg3vj5bxwq4SKvwcQ > read_file8,"['0:00:00.670213', '1672920323.070434']"
yunsang_kr,head -c 102400 < /dev/urandom > test_file9,"['0:00:00.019917', '1672920324.550902']"
yunsang_kr,ipfs add test_file9,"['QmepUWvWNgnFCyY2uncidss79zcdicERypKei6em7g2hwB', '0:00:00.212779', '1672920326.345845']"
yeongbin_us,ipfs cat QmepUWvWNgnFCyY2uncidss79zcdicERypKei6em7g2hwB > read_file9,"['0:00:00.979000', '1672920328.80639']"
yunsang_kr,head -c 102400 < /dev/urandom > test_file10,"['0:00:00.019941', '1672920330.348425']"
yunsang_kr,ipfs add test_file10,"['QmaewRJJenrfc8d4PTtzjW2yfffm5xJ4CfQBSJtxow2feh', '0:00:00.266401', '1672920332.395227']"
yeongbin_us,ipfs cat QmaewRJJenrfc8d4PTtzjW2yfffm5xJ4CfQBSJtxow2feh > read_file10,"['0:00:00.668732', '1672920334.472262']"
yunsang_kr,head -c 512000 < /dev/urandom > test_file11,"['0:00:00.040481', '1672920335.985569']"
yunsang_kr,ipfs add test_file11,"['QmZkcFhcVUzhQTdLxRcKGZWvhroo8W7hKrx1dSQrPyt1oR', '0:00:00.460945', '1672920338.09121']"
yeongbin_us,ipfs cat QmZkcFhcVUzhQTdLxRcKGZWvhroo8W7hKrx1dSQrPyt1oR > read_file11,"['0:00:02.391295', '1672920341.897769']"
yunsang_kr,head -c 512000 < /dev/urandom > test_file12,"['0:00:00.038502', '1672920343.374645']"
yunsang_kr,ipfs add test_file12,"['QmQ1P6eN3UGqZmK8GvUYwFDhVg1SGEnYyFXzXWVTdrwJaD', '0:00:00.263560', '1672920345.294686']"
yeongbin_us,ipfs cat QmQ1P6eN3UGqZmK8GvUYwFDhVg1SGEnYyFXzXWVTdrwJaD > read_file12,"['0:00:02.063091', '1672920348.764173']"
yunsang_kr,head -c 1048576 < /dev/urandom > test_file13,"['0:00:00.062558', '1672920350.29157']"
yunsang_kr,ipfs add test_file13,"['QmNVwKNkd3aMmJJCoAWzuu4yXjj66NwxPfnABK48WNNgD1', '0:00:00.335942', '1672920352.16451']"
yeongbin_us,ipfs cat QmNVwKNkd3aMmJJCoAWzuu4yXjj66NwxPfnABK48WNNgD1 > read_file13,"['0:00:01.331517', '1672920354.971577']"
yunsang_kr,head -c 1048576 < /dev/urandom > test_file14,"['0:00:00.064936', '1672920356.596865']"
yunsang_kr,ipfs add test_file14,"['QmVgD2n3CKNS9dFbdZAEQSxXmcqctxkZGd7UWFa4WGdfZ8', '0:00:00.742726', '1672920358.923522']"
yeongbin_us,ipfs cat QmVgD2n3CKNS9dFbdZAEQSxXmcqctxkZGd7UWFa4WGdfZ8 > read_file14,"['0:00:01.205809', '1672920361.609722']"
yunsang_kr,head -c 5242880 < /dev/urandom > test_file15,"['0:00:00.275550', '1672920363.410714']"
yunsang_kr,ipfs add test_file15,"['QmTRbB3LUTKWXkNB7FWntT8GNJQY8g8sU5xDdy1peVWAxi', '0:00:00.661758', '1672920365.588044']"
yeongbin_us,ipfs cat QmTRbB3LUTKWXkNB7FWntT8GNJQY8g8sU5xDdy1peVWAxi > read_file15,"['0:00:03.640640', '1672920370.639809']"
yunsang_kr,head -c 5242880 < /dev/urandom > test_file16,"['0:00:00.228355', '1672920372.388303']"
yunsang_kr,ipfs add test_file16,"['QmRwuGN13zoSzDWGeBeAEHj8iUv68svNNdCMnoxWn1iLc4', '0:00:00.651748', '1672920374.586213']"
yeongbin_us,ipfs cat QmRwuGN13zoSzDWGeBeAEHj8iUv68svNNdCMnoxWn1iLc4 > read_file16,"['0:00:07.778563', '1672920383.88058']"
yunsang_kr,head -c 10485760 < /dev/urandom > test_file17,"['0:00:00.431222', '1672920385.863561']"
yunsang_kr,ipfs add test_file17,"['QmVLvfmhx7CxjqPYQQWJtp181W4xcPTmaRNtKWHMtPucmL', '0:00:00.911060', '1672920388.341071']"
yeongbin_us,ipfs cat QmVLvfmhx7CxjqPYQQWJtp181W4xcPTmaRNtKWHMtPucmL > read_file17,"['0:00:10.540576', '1672920400.388412']"
yunsang_kr,head -c 10485760 < /dev/urandom > test_file18,"['0:00:00.433320', '1672920402.417056']"
yunsang_kr,ipfs add test_file18,"['QmTvLPLEnq85mGPG5ckt2hgYnDzXbDhzuBzkUGKubJEoZF', '0:00:01.386695', '1672920405.698348']"
yeongbin_us,ipfs cat QmTvLPLEnq85mGPG5ckt2hgYnDzXbDhzuBzkUGKubJEoZF > read_file18,"['0:00:13.647570', '1672920420.754164']"
yunsang_kr,head -c 26214400 < /dev/urandom > test_file19,"['0:00:01.079128', '1672920423.305805']"
yunsang_kr,ipfs add test_file19,"['QmQy8iENw2JSrVVnXZkdfbowE5AuHko52Efp3B7PCz7LzP', '0:00:03.684906', '1672920428.530762']"
yeongbin_us,ipfs cat QmQy8iENw2JSrVVnXZkdfbowE5AuHko52Efp3B7PCz7LzP > read_file19,"['0:00:39.717171', '1672920469.746226']"
yunsang_kr,head -c 26214400 < /dev/urandom > test_file20,"['0:00:01.110681', '1672920472.347038']"
yunsang_kr,ipfs add test_file20,"['QmcyrUXXqvDYbd8YGgUAmzFoQ7PgziqboVn15k6WgFykj2', '0:00:03.620109', '1672920477.628701']"
yeongbin_us,ipfs cat QmcyrUXXqvDYbd8YGgUAmzFoQ7PgziqboVn15k6WgFykj2 > read_file20,"['0:00:22.771820', '1672920501.878926']"
yunsang_kr,head -c 52428800 < /dev/urandom > test_file21,"['0:00:03.612358', '1672920507.043798']"
yunsang_kr,ipfs add test_file21,"['QmXzYkb6oGeoBRNBS6hbA1mqRgoKDg1MBxky8XAserSoZm', '0:00:07.245384', '1672920515.88735']"
yeongbin_us,ipfs cat QmXzYkb6oGeoBRNBS6hbA1mqRgoKDg1MBxky8XAserSoZm > read_file21,"['0:00:43.547869', '1672920560.856453']"
yunsang_kr,head -c 52428800 < /dev/urandom > test_file22,"['0:00:03.006051', '1672920565.362163']"
yunsang_kr,ipfs add test_file22,"['QmeMJcxsjuPjqkSfYPtMLA7ANQwXdF52vPpcEQh6TT2pTV', '0:00:06.921723', '1672920573.879374']"
yeongbin_us,ipfs cat QmeMJcxsjuPjqkSfYPtMLA7ANQwXdF52vPpcEQh6TT2pTV > read_file22,"['0:00:46.118701', '1672920621.433504']"
yunsang_kr,head -c 78643200 < /dev/urandom > test_file23,"['0:00:05.034302', '1672920627.965365']"
yunsang_kr,ipfs add test_file23,"['QmP3o4BAJBmQxsvcdQQseMJaM89DrAbERosoZ44YdBUaqq', '0:00:09.388041', '1672920639.227257']"
yeongbin_us,ipfs cat QmP3o4BAJBmQxsvcdQQseMJaM89DrAbERosoZ44YdBUaqq > read_file23,"['0:00:55.970588', '1672920696.687408']"
yunsang_kr,head -c 78643200 < /dev/urandom > test_file24,"['0:00:02.979611', '1672920701.215167']"
yunsang_kr,ipfs add test_file24,"['QmY6vxkWKkn42x8ghmdAcZnj8eogaENcKLmTYo2CbJ1nLT', '0:00:10.295455', '1672920713.13342']"
yeongbin_us,ipfs cat QmY6vxkWKkn42x8ghmdAcZnj8eogaENcKLmTYo2CbJ1nLT > read_file24,"['0:01:09.338088', '1672920783.953565']"
yunsang_kr,head -c 104857600 < /dev/urandom > test_file25,"['0:00:04.217319', '1672920789.643927']"
yunsang_kr,ipfs add test_file25,"['QmWgoTSsJff7KMEBsWtsjoNhaZhRNYFFUKCd5r81kwEEEU', '0:00:10.518096', '1672920801.747627']"
yeongbin_us,ipfs cat QmWgoTSsJff7KMEBsWtsjoNhaZhRNYFFUKCd5r81kwEEEU > read_file25,"['0:01:35.933608', '1672920899.156899']"
yunsang_kr,head -c 104857600 < /dev/urandom > test_file26,"['0:00:04.470928', '1672920905.081673']"
yunsang_kr,ipfs add test_file26,"['QmdnViWToPfJzvZ3AhxEcrqMN2W5HEd3wU1Pvuee7rKdVy', '0:00:08.442752', '1672920915.057149']"
yeongbin_us,ipfs cat QmdnViWToPfJzvZ3AhxEcrqMN2W5HEd3wU1Pvuee7rKdVy > read_file26,"['0:01:29.336951', '1672921005.882521']"
yunsang_kr,head -c 262144000 < /dev/urandom > test_file27,"['0:00:10.699711', '1672921018.121641']"
yunsang_kr,ipfs add test_file27,"['QmYLWXMYpxwhC7DRgfyd3FZZEGFFKSr4bnSsG1SEjPinBU', '0:00:29.425363', '1672921049.253352']"
yeongbin_us,ipfs cat QmYLWXMYpxwhC7DRgfyd3FZZEGFFKSr4bnSsG1SEjPinBU > read_file27,"['0:03:53.474065', '1672921284.195052']"
yunsang_kr,head -c 262144000 < /dev/urandom > test_file28,"['0:00:19.876264', '1672921305.602545']"
yunsang_kr,ipfs add test_file28,"['Qmems8epNdwUcJTQpi2yuesdVKestBV1iyFxbjihT4dnt2', '0:00:23.688368', '1672921330.974741']"
yeongbin_us,ipfs cat Qmems8epNdwUcJTQpi2yuesdVKestBV1iyFxbjihT4dnt2 > read_file28,"['0:03:47.840699', '1672921560.258914']"
