client_id,command,result
yeongbin_us,ipfs add test_file14,"['QmZ19WukeiQCmGnKtuk4VyphJoiaLcKN5jxJhiiUPLE364', '0:00:00.287306', '1672897098.449315']"
yunsang_kr,ipfs cat QmZ19WukeiQCmGnKtuk4VyphJoiaLcKN5jxJhiiUPLE364 > read_file14,"['0:00:03.712766', '1672897103.634035']"
yeongbin_us,head -c 5242880 < /dev/urandom > test_file15,"['0:00:00.202416', '1672897105.310054']"
yeongbin_us,ipfs add test_file15,"['QmbfEGjRsYrZfDbwVi5r6gRfs9ed9HpUN28Yr7UvL2FRde', '0:00:07.814932', '1672897114.478618']"
yunsang_kr,ipfs cat QmbfEGjRsYrZfDbwVi5r6gRfs9ed9HpUN28Yr7UvL2FRde > read_file15,"['0:00:07.296982', '1672897123.259744']"
yeongbin_us,head -c 5242880 < /dev/urandom > test_file16,"['0:00:00.202679', '1672897124.879981']"
yeongbin_us,ipfs add test_file16,"['QmVfnCQzirm277qPKaZFDwYEDzYp64jBKXMPEwctQqBSzR', '0:00:00.701416', '1672897126.863726']"
yunsang_kr,ipfs cat QmVfnCQzirm277qPKaZFDwYEDzYp64jBKXMPEwctQqBSzR > read_file16,"['0:00:05.629284', '1672897134.009015']"
yeongbin_us,head -c 10485760 < /dev/urandom > test_file17,"['0:00:00.426801', '1672897135.908712']"
yeongbin_us,ipfs add test_file17,"['Qma8G5g6GizWPe6uhCUqwPLqzdETgmo9adMDC2YNyyGSVB', '0:00:04.780929', '1672897142.058782']"
yunsang_kr,ipfs cat Qma8G5g6GizWPe6uhCUqwPLqzdETgmo9adMDC2YNyyGSVB > read_file17,"['0:00:11.353073', '1672897154.917261']"
yeongbin_us,head -c 10485760 < /dev/urandom > test_file18,"['0:00:00.391221', '1672897156.774604']"
yeongbin_us,ipfs add test_file18,"['QmVnjhTKMSH7XmjUTxnRz7NdG98Do3D1nx6RMh3vxJvEL5', '0:00:01.208752', '1672897159.350679']"
yunsang_kr,ipfs cat QmVnjhTKMSH7XmjUTxnRz7NdG98Do3D1nx6RMh3vxJvEL5 > read_file18,"['0:00:11.174313', '1672897171.990037']"
yeongbin_us,head -c 26214400 < /dev/urandom > test_file19,"['0:00:00.985890', '1672897174.464078']"
yeongbin_us,ipfs add test_file19,"['QmWcXXFeEnGqyFfsvkYppSFFGkKJypvyKAEqSAkX7wg48g', '0:00:10.673099', '1672897186.465778']"
yunsang_kr,ipfs cat QmWcXXFeEnGqyFfsvkYppSFFGkKJypvyKAEqSAkX7wg48g > read_file19,"['0:00:24.940177', '1672897212.922689']"
yeongbin_us,head -c 26214400 < /dev/urandom > test_file20,"['0:00:00.964148', '1672897215.341349']"
yeongbin_us,ipfs add test_file20,"['QmV2PBzJ1PhEZTH5NJT1haGmkfU4YxVGycQdrrzkh8XtJy', '0:00:09.557885', '1672897226.241841']"
yunsang_kr,ipfs cat QmV2PBzJ1PhEZTH5NJT1haGmkfU4YxVGycQdrrzkh8XtJy > read_file20,"['0:00:27.202751', '1672897254.986337']"
yeongbin_us,head -c 52428800 < /dev/urandom > test_file21,"['0:00:01.955609', '1672897258.47423']"
yeongbin_us,ipfs add test_file21,"['QmYJtXJxWPwvqE7cS1A5Khrt85BCgYXMyARLqyarfSNF2C', '0:00:28.458994', '1672897288.262423']"
yunsang_kr,ipfs cat QmYJtXJxWPwvqE7cS1A5Khrt85BCgYXMyARLqyarfSNF2C > read_file21,"['0:00:51.047588', '1672897340.91159']"
yeongbin_us,head -c 52428800 < /dev/urandom > test_file22,"['0:00:01.940479', '1672897344.384218']"
yeongbin_us,ipfs add test_file22,"['QmZxbPkqH6rgs9B28jY74o1cS4S2o5oAsL92JAsZeZRgfe', '0:00:34.063850', '1672897379.803774']"
yunsang_kr,ipfs cat QmZxbPkqH6rgs9B28jY74o1cS4S2o5oAsL92JAsZeZRgfe > read_file22,"['0:00:50.579499', '1672897431.895993']"
yeongbin_us,head -c 78643200 < /dev/urandom > test_file23,"['0:00:02.928974', '1672897436.386609']"
yeongbin_us,ipfs add test_file23,"['Qmcu3Z4Wena51PAfGGiKkak6sor84nFHciizDG2rs37CQg', '0:00:34.705455', '1672897472.432815']"
yunsang_kr,ipfs cat Qmcu3Z4Wena51PAfGGiKkak6sor84nFHciizDG2rs37CQg > read_file23,"['0:01:19.494573', '1672897553.482706']"
yeongbin_us,head -c 78643200 < /dev/urandom > test_file24,"['0:00:02.857661', '1672897557.804828']"
yeongbin_us,ipfs add test_file24,"['QmNYw92x2PLkjrDsQZKRNdp4vRqCSpJM47D7CQtHupFx6D', '0:00:41.609696', '1672897600.759219']"
yunsang_kr,ipfs cat QmNYw92x2PLkjrDsQZKRNdp4vRqCSpJM47D7CQtHupFx6D > read_file24,"['0:01:12.044322', '1672897674.412757']"
yeongbin_us,head -c 104857600 < /dev/urandom > test_file25,"['0:00:19.455378', '1672897695.396361']"
yeongbin_us,ipfs add test_file25,"['QmSasWcJUQR6ZHSXUmm78fVw1dTaqMU35ep8o53gbE3Et8', '0:00:47.084026', '1672897743.887435']"
yunsang_kr,ipfs cat QmSasWcJUQR6ZHSXUmm78fVw1dTaqMU35ep8o53gbE3Et8 > read_file25,"['0:01:33.392827', '1672897838.782793']"
yeongbin_us,head -c 104857600 < /dev/urandom > test_file26,"['0:00:13.309081', '1672897853.562878']"
yeongbin_us,ipfs add test_file26,"['QmRnTsxEN79NH56jSmJigVF3Ui9xxfkodi7iJnHPfPqtSL', '0:00:53.339289', '1672897908.257251']"
yunsang_kr,ipfs cat QmRnTsxEN79NH56jSmJigVF3Ui9xxfkodi7iJnHPfPqtSL > read_file26,"['0:01:36.372190', '1672898006.137971']"
yeongbin_us,head -c 262144000 < /dev/urandom > test_file27,"['0:00:38.624247', '1672898046.214976']"
yeongbin_us,ipfs add test_file27,"['QmUMpi4dvwLestSbY3tuDtgJAb7XEj35VJGDSqZ2jzE4aK', '0:02:00.839645', '1672898168.402985']"
yunsang_kr,ipfs cat QmUMpi4dvwLestSbY3tuDtgJAb7XEj35VJGDSqZ2jzE4aK > read_file27,"['0:04:01.845419', '1672898411.905716']"
yeongbin_us,head -c 262144000 < /dev/urandom > test_file28,"['0:00:39.193149', '1672898452.543656']"
yeongbin_us,ipfs add test_file28,"['QmPBESXqyVCX3D8114Rr2eNWpUoN8ePmvcbaEXUWQwL9Dv', '0:01:45.386486', '1672898559.288977']"
yunsang_kr,ipfs cat QmPBESXqyVCX3D8114Rr2eNWpUoN8ePmvcbaEXUWQwL9Dv > read_file28,"['0:04:09.224930', '1672898809.995271']"
yeongbin_us,head -c 524288000 < /dev/urandom > test_file29,"['0:01:39.706316', '1672898911.168496']"
yeongbin_us,ipfs add test_file29,"['0:00:02.747597', '1672898915.247881']"
yunsang_kr,ipfs cat 0:00:02.747597 > read_file29,"['0:00:00.142829', '1672898916.864787']"
yeongbin_us,head -c 524288000 < /dev/urandom > test_file30,"['0:00:02.133328', '1672898920.421678']"
yeongbin_us,ipfs add test_file30,"['0:00:06.003155', '1672898927.802005']"
yunsang_kr,ipfs cat 0:00:06.003155 > read_file30,"['0:00:00.122905', '1672898929.385993']"
