client_id,command,result
yeongbin_us,head -c 10000000 < /dev/urandom > test_file20,"['0:00:00.372480', '1677737587.318003']"
yeongbin_us,ipfs add test_file20,"['QmdJJKzAuqCXcmkVmKftLxqKFDYxSqSZD2wyvTFF9cirbK', '0:00:00.835999', '1677737589.550229']"
yeongbin_kr,ipfs cat QmdJJKzAuqCXcmkVmKftLxqKFDYxSqSZD2wyvTFF9cirbK > read_file20,"['0:00:15.431139', '1677737605.879322']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file21,"['0:00:00.374705', '1677737607.856051']"
yeongbin_us,ipfs add test_file21,"['QmQg9xpc376e1yK89eGnBaYmKJgN1F9GMGwj2aKrxcSwGE', '0:00:00.771987', '1677737610.024876']"
yeongbin_kr,ipfs cat QmQg9xpc376e1yK89eGnBaYmKJgN1F9GMGwj2aKrxcSwGE > read_file21,"['0:00:15.484953', '1677737626.443451']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file22,"['0:00:00.373342', '1677737628.196587']"
yeongbin_us,ipfs add test_file22,"['QmTNkytsaCD1bx2jeV3ZpJQXwe6V5iFFsFdbZ3NS6Vgqiv', '0:00:00.817739', '1677737630.345892']"
yeongbin_kr,ipfs cat QmTNkytsaCD1bx2jeV3ZpJQXwe6V5iFFsFdbZ3NS6Vgqiv > read_file22,"['0:00:15.683146', '1677737646.92855']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file23,"['0:00:00.373838', '1677737648.69056']"
yeongbin_us,ipfs add test_file23,"['QmcCHo8dbgSUiRovLYNDQ1Pp6PJTud1X9zBBiJqWHw9yKv', '0:00:00.850572', '1677737650.8718']"
yeongbin_kr,ipfs cat QmcCHo8dbgSUiRovLYNDQ1Pp6PJTud1X9zBBiJqWHw9yKv > read_file23,"['0:00:14.781602', '1677737666.541567']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file24,"['0:00:00.372694', '1677737668.304085']"
yeongbin_us,ipfs add test_file24,"['QmXfMTNPzGL39h4F9xihuhD8sToLMJaDWsFZD6w9YYZ4DF', '0:00:00.849736', '1677737670.602891']"
yeongbin_kr,ipfs cat QmXfMTNPzGL39h4F9xihuhD8sToLMJaDWsFZD6w9YYZ4DF > read_file24,"['0:00:15.624610', '1677737687.143273']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file25,"['0:00:00.376749', '1677737689.012541']"
yeongbin_us,ipfs add test_file25,"['QmZpmRoTr9zVyW7pLAm5bC8R4pbcrpHEdN1wcXLyVSN3MN', '0:00:00.775055', '1677737691.232583']"
yeongbin_kr,ipfs cat QmZpmRoTr9zVyW7pLAm5bC8R4pbcrpHEdN1wcXLyVSN3MN > read_file25,"['0:00:15.835949', '1677737707.988837']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file26,"['0:00:00.376030', '1677737709.78979']"
yeongbin_us,ipfs add test_file26,"['QmenLEVgDBqmUL8vzXA3xK9S8GC3dHSxT1gXtCm6h9qhxM', '0:00:00.866515', '1677737712.096199']"
yeongbin_kr,ipfs cat QmenLEVgDBqmUL8vzXA3xK9S8GC3dHSxT1gXtCm6h9qhxM > read_file26,"['0:00:14.836913', '1677737727.906817']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file27,"['0:00:00.377758', '1677737729.697396']"
yeongbin_us,ipfs add test_file27,"['QmeBP2EZMnA3qeCXNsgdqkVZ1iegFwUsYttEpCNjKkgL3n', '0:00:00.797483', '1677737731.932853']"
yeongbin_kr,ipfs cat QmeBP2EZMnA3qeCXNsgdqkVZ1iegFwUsYttEpCNjKkgL3n > read_file27,"['0:00:14.819115', '1677737747.651432']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file28,"['0:00:00.372582', '1677737749.49136']"
yeongbin_us,ipfs add test_file28,"['QmWVMChZZLxeUW7ZgMhziAcGGKaGchNRCzS4YD3TpUGm48', '0:00:00.860340', '1677737751.677927']"
yeongbin_kr,ipfs cat QmWVMChZZLxeUW7ZgMhziAcGGKaGchNRCzS4YD3TpUGm48 > read_file28,"['0:00:15.979615', '1677737768.553334']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file29,"['0:00:00.373479', '1677737770.493139']"
yeongbin_us,ipfs add test_file29,"['QmPZviEymNnyVd1sdrJd6uT7XtqYgPaYPuWGCtMM5o88Vc', '0:00:00.832623', '1677737772.852993']"
yeongbin_kr,ipfs cat QmPZviEymNnyVd1sdrJd6uT7XtqYgPaYPuWGCtMM5o88Vc > read_file29,"['0:00:15.107029', '1677737788.838351']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file30,"['0:00:00.376080', '1677737790.595463']"
yeongbin_us,ipfs add test_file30,"['QmbnwwMDoEyQ98v3La1op5q1xMixg6U4aXjW23G5sREsnw', '0:00:00.849038', '1677737792.91182']"
yeongbin_kr,ipfs cat QmbnwwMDoEyQ98v3La1op5q1xMixg6U4aXjW23G5sREsnw > read_file30,"['0:00:14.629023', '1677737808.483424']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file31,"['0:00:00.373961', '1677737810.29118']"
yeongbin_us,ipfs add test_file31,"['QmPVYuRMBsURMdSdqMAZzLFgeMNeEYs3GnHZbycjLTciS4', '0:00:00.845222', '1677737812.4625']"
yeongbin_kr,ipfs cat QmPVYuRMBsURMdSdqMAZzLFgeMNeEYs3GnHZbycjLTciS4 > read_file31,"['0:00:15.997397', '1677737829.291442']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file32,"['0:00:00.372972', '1677737831.100435']"
yeongbin_us,ipfs add test_file32,"['QmWfnAg95hk1H2MWBC2y2DuHAWpxKdbYe3CZdv62bYBZps', '0:00:00.811371', '1677737833.36424']"
yeongbin_kr,ipfs cat QmWfnAg95hk1H2MWBC2y2DuHAWpxKdbYe3CZdv62bYBZps > read_file32,"['0:00:15.104504', '1677737849.312285']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file33,"['0:00:00.375373', '1677737851.095938']"
yeongbin_us,ipfs add test_file33,"['QmRQgsP8gvCAgeqxozoj3TZeTGkLgxTf6RACgYfVHRKPiq', '0:00:00.793840', '1677737853.344139']"
yeongbin_kr,ipfs cat QmRQgsP8gvCAgeqxozoj3TZeTGkLgxTf6RACgYfVHRKPiq > read_file33,"['0:00:15.096013', '1677737869.381009']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file34,"['0:00:00.376057', '1677737871.191415']"
yeongbin_us,ipfs add test_file34,"['QmcEzgwHxJA6D8xBkWyXevE5qgXq15EoPKJ3Mok5yPewjo', '0:00:00.792255', '1677737873.438567']"
yeongbin_kr,ipfs cat QmcEzgwHxJA6D8xBkWyXevE5qgXq15EoPKJ3Mok5yPewjo > read_file34,"['0:00:15.292140', '1677737889.639775']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file35,"['0:00:00.367821', '1677737891.487362']"
yeongbin_us,ipfs add test_file35,"['QmcGB5u9diFSmpSAqv7kWufxe78aqVHwd5gTunwyatW6tZ', '0:00:01.041900', '1677737893.857611']"
yeongbin_kr,ipfs cat QmcGB5u9diFSmpSAqv7kWufxe78aqVHwd5gTunwyatW6tZ > read_file35,"['0:00:14.794693', '1677737909.536086']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file36,"['0:00:00.377198', '1677737911.29587']"
yeongbin_us,ipfs add test_file36,"['QmSQFW8rMeoegzqnFVqRE6KZysN1NujREtoJkxeQZ2yVQx', '0:00:00.785333', '1677737913.509048']"
yeongbin_kr,ipfs cat QmSQFW8rMeoegzqnFVqRE6KZysN1NujREtoJkxeQZ2yVQx > read_file36,"['0:00:15.260471', '1677737929.644801']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file37,"['0:00:00.374791', '1677737931.390716']"
yeongbin_us,ipfs add test_file37,"['QmVRdhxQLpgY3n5XA7MAKJZwcsWp4JuzGWeiMrSTGfrTbi', '0:00:00.842007', '1677737933.653244']"
yeongbin_kr,ipfs cat QmVRdhxQLpgY3n5XA7MAKJZwcsWp4JuzGWeiMrSTGfrTbi > read_file37,"['0:00:14.798507', '1677737949.29934']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file38,"['0:00:00.157440', '1677737950.871819']"
yeongbin_us,ipfs add test_file38,"['QmZzuTgcqZQqEfknumkuuWdXt6K5YE1RoJJZgaskkyjWyT', '0:00:01.638021', '1677737953.882587']"
yeongbin_kr,ipfs cat QmZzuTgcqZQqEfknumkuuWdXt6K5YE1RoJJZgaskkyjWyT > read_file38,"['0:00:15.215294', '1677737970.025085']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file39,"['0:00:00.375070', '1677737971.891463']"
yeongbin_us,ipfs add test_file39,"['QmcZSpXYDN4tWkWUcQSYtEuMy657HLtytz79SbEb73KW7U', '0:00:01.785068', '1677737975.102046']"
yeongbin_kr,ipfs cat QmcZSpXYDN4tWkWUcQSYtEuMy657HLtytz79SbEb73KW7U > read_file39,"['0:00:15.165763', '1677737991.212981']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file40,"['0:00:00.160208', '1677737992.780118']"
yeongbin_us,ipfs add test_file40,"['QmPtCCtMsMY9fhoT1fRdqMC5qH3FKtiUXyCw1onXmRE8yW', '0:00:00.808261', '1677737994.949331']"
yeongbin_kr,ipfs cat QmPtCCtMsMY9fhoT1fRdqMC5qH3FKtiUXyCw1onXmRE8yW > read_file40,"['0:00:16.073981', '1677738011.924139']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file41,"['0:00:00.159727', '1677738013.498118']"
yeongbin_us,ipfs add test_file41,"['Qmf8VXmp9wSxsrDjf74eCaR3o2ruvS5XK3fFTuptYDfq7r', '0:00:00.801258', '1677738015.754532']"
yeongbin_kr,ipfs cat Qmf8VXmp9wSxsrDjf74eCaR3o2ruvS5XK3fFTuptYDfq7r > read_file41,"['0:00:15.541926', '1677738032.194092']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file42,"['0:00:00.157947', '1677738034.473479']"
yeongbin_us,ipfs add test_file42,"['QmXHFLJo9jEbS64bMj4QwicznbpvzcXmjbXGTCwJkuZ2CX', '0:00:01.316718', '1677738037.125763']"
yeongbin_kr,ipfs cat QmXHFLJo9jEbS64bMj4QwicznbpvzcXmjbXGTCwJkuZ2CX > read_file42,"['0:00:14.958451', '1677738052.938016']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file43,"['0:00:00.370314', '1677738054.692899']"
yeongbin_us,ipfs add test_file43,"['QmQo1ozkumv4zzx7ehR7PpP5dcdNyWbiHMAArx7LbjhsAV', '0:00:00.961131', '1677738057.106143']"
yeongbin_kr,ipfs cat QmQo1ozkumv4zzx7ehR7PpP5dcdNyWbiHMAArx7LbjhsAV > read_file43,"['0:00:15.181915', '1677738073.169761']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file44,"['0:00:00.159554', '1677738074.796009']"
yeongbin_us,ipfs add test_file44,"['QmaHYUZFBjkz1aAZ3mpSJCUEWFvDeBVRbMjYFJGGE8Rr9p', '0:00:00.817695', '1677738077.022739']"
yeongbin_kr,ipfs cat QmaHYUZFBjkz1aAZ3mpSJCUEWFvDeBVRbMjYFJGGE8Rr9p > read_file44,"['0:00:16.444812', '1677738094.366894']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file45,"['0:00:00.158721', '1677738095.975088']"
yeongbin_us,ipfs add test_file45,"['Qmf4rybiLw5Q2U9wPSEQQSYbjLoQnf4pfvKzTLMCaeR99i', '0:00:00.802685', '1677738098.157606']"
yeongbin_kr,ipfs cat Qmf4rybiLw5Q2U9wPSEQQSYbjLoQnf4pfvKzTLMCaeR99i > read_file45,"['0:00:14.826547', '1677738113.861376']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file46,"['0:00:00.158196', '1677738115.472791']"
yeongbin_us,ipfs add test_file46,"['QmdPS1eyR5BeCTtUF7bU4C9XF8U61KYHwTnJXojMyV28t3', '0:00:00.831628', '1677738117.646262']"
yeongbin_kr,ipfs cat QmdPS1eyR5BeCTtUF7bU4C9XF8U61KYHwTnJXojMyV28t3 > read_file46,"['0:00:16.063437', '1677738134.591012']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file47,"['0:00:00.167912', '1677738136.176665']"
yeongbin_us,ipfs add test_file47,"['Qmax81pG1zdZrES9MCvYyu7KPZYACbtGTaDHZVe95V5P6C', '0:00:00.820572', '1677738138.370344']"
yeongbin_kr,ipfs cat Qmax81pG1zdZrES9MCvYyu7KPZYACbtGTaDHZVe95V5P6C > read_file47,"['0:00:15.838209', '1677738155.210733']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file48,"['0:00:00.158519', '1677738156.770748']"
yeongbin_us,ipfs add test_file48,"['QmZ7TAzQKewkFaeMfea95D8RunDmfXtuqZgn2SdGpempb3', '0:00:00.839827', '1677738158.958514']"
yeongbin_kr,ipfs cat QmZ7TAzQKewkFaeMfea95D8RunDmfXtuqZgn2SdGpempb3 > read_file48,"['0:00:14.886270', '1677738174.720357']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file49,"['0:00:00.159202', '1677738176.269746']"
yeongbin_us,ipfs add test_file49,"['QmXaXJSjWTGBqiKN1ccjz2xzVH8cPQfNSznMzVDsWrJHaS', '0:00:00.791496', '1677738178.427609']"
yeongbin_kr,ipfs cat QmXaXJSjWTGBqiKN1ccjz2xzVH8cPQfNSznMzVDsWrJHaS > read_file49,"['0:00:16.096342', '1677738195.397585']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file50,"['0:00:00.368618', '1677738197.18744']"
yeongbin_us,ipfs add test_file50,"['QmW1odCgR8etjnvNqkyBaQFbtD5755amBLzPz2k1YeQUE5', '0:00:00.781049', '1677738199.29799']"
yeongbin_kr,ipfs cat QmW1odCgR8etjnvNqkyBaQFbtD5755amBLzPz2k1YeQUE5 > read_file50,"['0:00:15.216047', '1677738215.537432']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file51,"['0:00:00.159365', '1677738217.072382']"
yeongbin_us,ipfs add test_file51,"['QmPQMgm64ZFfjd3BDDMUBdVnvdyBwiDfGZSfkfHfEmwuDL', '0:00:00.810910', '1677738219.219471']"
yeongbin_kr,ipfs cat QmPQMgm64ZFfjd3BDDMUBdVnvdyBwiDfGZSfkfHfEmwuDL > read_file51,"['0:00:14.841543', '1677738234.940247']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file52,"['0:00:00.157945', '1677738236.568725']"
yeongbin_us,ipfs add test_file52,"['QmSnVxqGQEvMFTiAq2aQSLinbn5e8TnaQ6Y3k6MThbK9dR', '0:00:00.823273', '1677738238.767029']"
yeongbin_kr,ipfs cat QmSnVxqGQEvMFTiAq2aQSLinbn5e8TnaQ6Y3k6MThbK9dR > read_file52,"['0:00:16.047905', '1677738255.699743']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file53,"['0:00:00.160153', '1677738257.28149']"
yeongbin_us,ipfs add test_file53,"['QmNcBCi2NiotjymcrESbuPJci392Zc91JdGPQXMmF2S5bK', '0:00:00.783461', '1677738259.443463']"
yeongbin_kr,ipfs cat QmNcBCi2NiotjymcrESbuPJci392Zc91JdGPQXMmF2S5bK > read_file53,"['0:00:15.226838', '1677738275.567688']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file54,"['0:00:00.157978', '1677738277.18084']"
yeongbin_us,ipfs add test_file54,"['Qmbq5DPWcraaHkPr4KvhrGnmL1W47h6eh5tsbKNk3YUD1H', '0:00:00.972347', '1677738279.522023']"
yeongbin_kr,ipfs cat Qmbq5DPWcraaHkPr4KvhrGnmL1W47h6eh5tsbKNk3YUD1H > read_file54,"['0:00:14.727813', '1677738295.162255']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file55,"['0:00:00.158953', '1677738296.77408']"
yeongbin_us,ipfs add test_file55,"['QmbJbUJx8ouRjookPaWAFW78FQ7TBefP3VrMTkwgBjPzEY', '0:00:00.824104', '1677738298.937933']"
yeongbin_kr,ipfs cat QmbJbUJx8ouRjookPaWAFW78FQ7TBefP3VrMTkwgBjPzEY > read_file55,"['0:00:15.683876', '1677738315.512123']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file56,"['0:00:00.158678', '1677738317.067331']"
yeongbin_us,ipfs add test_file56,"['QmQTAMTpc5p1ZytWd9wqsYCLeBgMgRKc7iNium8kwBChtY', '0:00:00.836667', '1677738319.263062']"
yeongbin_kr,ipfs cat QmQTAMTpc5p1ZytWd9wqsYCLeBgMgRKc7iNium8kwBChtY > read_file56,"['0:00:15.295647', '1677738335.431936']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file57,"['0:00:00.159833', '1677738336.969183']"
yeongbin_us,ipfs add test_file57,"['QmWUyHmrbb4r7beGaKPCRDu4gQCwjVjxs18oeX94fLkPxC', '0:00:00.791059', '1677738339.137783']"
yeongbin_kr,ipfs cat QmWUyHmrbb4r7beGaKPCRDu4gQCwjVjxs18oeX94fLkPxC > read_file57,"['0:00:14.851241', '1677738354.886658']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file58,"['0:00:00.160204', '1677738356.466826']"
yeongbin_us,ipfs add test_file58,"['QmZGiatvX5imvbapZ6mPEux8ZCwryty6LbnWJNqatPpLpw', '0:00:00.805925', '1677738358.613475']"
yeongbin_kr,ipfs cat QmZGiatvX5imvbapZ6mPEux8ZCwryty6LbnWJNqatPpLpw > read_file58,"['0:00:15.918356', '1677738375.497238']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file59,"['0:00:00.158745', '1677738377.087497']"
yeongbin_us,ipfs add test_file59,"['QmZSmaPAcW3GHg1ahc4mRXvNboxRc52A8soxCYLMwevdUB', '0:00:00.845197', '1677738379.259987']"
yeongbin_kr,ipfs cat QmZSmaPAcW3GHg1ahc4mRXvNboxRc52A8soxCYLMwevdUB > read_file59,"['0:00:15.395262', '1677738395.763073']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file60,"['0:00:00.372899', '1677738397.593062']"
yeongbin_us,ipfs add test_file60,"['QmUPStv41yYrVSf3WTBdyzepPZDLbyTGz6dzVj9fSpXY6C', '0:00:00.796038', '1677738399.827489']"
yeongbin_kr,Timeout expired,[]
yeongbin_us,head -c 10000000 < /dev/urandom > test_file61,"['0:00:00.373849', '1677738445.269957']"
yeongbin_us,ipfs add test_file61,"['QmVko9BZgW1gTQvdB7G6qPVeXnonGySoejxjmvBihLW3AS', '0:00:00.901520', '1677738447.827772']"
yeongbin_kr,ipfs cat QmVko9BZgW1gTQvdB7G6qPVeXnonGySoejxjmvBihLW3AS > read_file61,"['0:00:29.106382', '1677738477.898245']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file62,"['0:00:00.371990', '1677738479.710735']"
yeongbin_us,ipfs add test_file62,"['QmfGfVR2NTmhgk6iqsf3MSc4vgsBEUpzH7Bxwj6iEvp7NC', '0:00:00.825640', '1677738481.985689']"
yeongbin_kr,ipfs cat QmfGfVR2NTmhgk6iqsf3MSc4vgsBEUpzH7Bxwj6iEvp7NC > read_file62,"['0:00:14.944007', '1677738497.890035']"
yeongbin_us,head -c 10000000 < /dev/urandom > test_file63,"['0:00:00.373447', '1677738499.691908']"
